Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2020,4,April,470,0,6
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2021,9,September,267,0,104
B00277,ALL CITY CORP TRANS INC,,2022,2,February,1050,0,152
B02590,LUXOR LIMO INC,,2017,2,February,1224,0,37
B01432,TOVAR TRANSPORTATION INC,,2021,5,May,1624,0,10
B01469,"BROTHERS CAR SERVICE, INC.",,2021,1,January,6328,0,54
B00202,"EXCELSIOR CAR & LIMO, INC.",,2021,2,February,114,0,6
B00625,"CENTRAL CAR SERVICES,INC.",,2018,4,April,2545,0,19
B02331,"CHICO EXPRESS LIMO, INC.",,2017,5,May,2254,0,9
B02947,"ONIX TRANSPORTATION, INC",,2017,5,May,2146,0,24
B01066,DOMINICANA RAD DISP INC,,2015,5,May,23943,0,101
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2018,2,February,3705,0,18
B02491,CALL THREES LLC,,2018,5,May,72,0,1
B03030,Q-FIRST LIMOUSINE CORP.,,2020,8,August,1,0,1
B03100,MORELOS CAR SERVICE INC.,,2020,4,April,72,0,1
B02868,CHA CHA TRANSPORTATION CORP,,2019,6,June,1546,0,11
B02846,DLS TRANSPORTATION CORP.,,2020,9,September,3737,0,27
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2017,8,August,129,0,8
B01742,"AVALON TRANSPORTATION, LLC",,2019,7,July,181,0,9
B01527,NEW FAMILY RAD DISP INC,,2021,8,August,494,0,8
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2017,3,March,139,0,5
B00647,KISS CAR SERVICE INC,,2020,12,December,14816,0,91
B01190,NEW BELL CAR SERVICE CORP,,2019,3,March,3748,0,18
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2015,12,December,1366,0,13
B03303,MOTA LUXURY CORP.,,2022,1,January,565,0,5
B00411,FONE-A-CAR INC,,2019,11,November,1042,0,44
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2017,3,March,329,0,11
B00991,BLUE LANE CAR SERVICE INC,,2017,12,December,13,0,1
B01424,EAGLE CAR & LIMO LTD.,,2019,10,October,282,0,3
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2020,2,February,9,0,2
B02339,SEDANZ INC.,,2017,9,September,219,0,7
B01259,THE NEW BROOKLYN C/S INC,,2022,1,January,1602,0,7
B00827,"CASTLE CAR SERVICE, INC",,2017,10,October,1447,0,7
B01196,DIPLO RAD DISP INC,,2019,2,February,13121,0,89
B03116,NAVI TRANSPORTATION INC.,,2020,6,June,648,0,5
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2021,11,November,3440,0,37
B02167,MADISON LIMOUSINE INC,,2015,5,May,60,0,2
B03038,"SOUTH BRONX TRANSPORTATION,INC.",,2018,2,February,176,0,6
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2019,9,September,79,0,1
B01336,BAY EXPRESS CORP.,,2020,10,October,1464,0,9
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2018,8,August,1104,0,5
B02292,NEW YORK APPLE V.I.P. CORP,,2019,4,April,4065,0,32
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2019,1,January,84,0,7
B01263,"RACHEL'S CAR SERVICE,INC.",,2020,8,August,1135,0,6
B02537,ALLTOWN LIMO CORP.,,2016,2,February,12123,0,124
B03022,BLACK CAR EXPRESS.COM CORP,,2022,2,February,10,0,1
B03138,WST LIMOUSINE LLC,,2019,9,September,297,0,24
B03164,KISS LUXURY TRANSPORTATION INC.,,2020,2,February,3905,0,21
B02248,HYBRID LIMO EXPRESS INC.,,2021,6,June,356,0,2
B02471,TSU GLOBAL SERVICES INC,,2018,12,December,151,0,7
B01821,EMPIRE TRANSPORTATION SERVICE INC.,,2019,12,December,1274,0,8
B00827,"CASTLE CAR SERVICE, INC",,2020,12,December,576,0,2
B02034,NEW IMPERIAL CAR SERVICE INC,,2015,9,September,1160,0,16
B03138,WST LIMOUSINE LLC,,2020,6,June,91,0,6
B01145,ULTRA RADIO DISP INC,,2015,9,September,33548,0,184
B01800,EMPIRE INTERNATIONAL LTD.,,2019,9,September,8861,0,257
B03215,BALAYIRA LLC,,2019,5,May,1,0,1
B02022,GOLD SEAL CAR & LIMO INC.,,2015,4,April,1758,0,38
B01413,SFL INC,,2018,12,December,1957,0,43
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2017,8,August,323,0,8
B02629,CARLUX LIMO INC.,,2022,5,May,124,0,15
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2019,8,August,15973,0,68
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2015,5,May,10101,0,20
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,2019,10,October,3700,0,106
B02279,MATAMOROS CAR SERVICE INC.,,2019,12,December,7057,0,20
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2020,1,January,2897,0,68
B01083,BROAD DYCKMAN C/S INC,,2021,8,August,4673,0,22
B02148,MAVRIK TRANS INC.,,2017,1,January,482,0,36
B03046,"BEL-LINDA, INC",ISLANDER TRANS,2020,6,June,2030,0,13
B02551,CHIEF LIMO INC.,,2015,9,September,279,0,6
B01454,FREEDOM LIMO & CAR SERVICE,,2020,8,August,3858,0,14
B02537,ALLTOWN LIMO CORP.,,2021,4,April,2387,0,22
B01124,COOPERATIVA CLBNA DE CON INC,,2019,7,July,2843,0,29
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2017,9,September,6176,0,47
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2016,1,January,12097,0,57
B00202,"EXCELSIOR CAR & LIMO, INC.",,2020,3,March,383,0,11
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2016,12,December,4735,0,23
B02167,MADISON LIMOUSINE INC,,2019,11,November,86,0,4
B01644,MUSIC EXPRESS/N.Y. INC,,2022,2,February,967,0,32
B02292,NEW YORK APPLE V.I.P. CORP,,2021,6,June,6177,0,45
B02536,SEAGULL RIDE CORP,,2017,3,March,6499,0,11
B02664,CORPORATE CAR LTD.,,2016,11,November,238,0,53
B01742,"AVALON TRANSPORTATION, LLC",,2018,10,October,240,0,9
B02346,PIA CAR LIMO. INC.,,2016,6,June,137,0,3
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2017,12,December,1138,0,10
B01051,B Q N C/S CORP,,2021,6,June,6044,0,37
B00387,FORTUNE LIMOUSINES INC,,2020,1,January,281,0,9
B00647,KISS CAR SERVICE INC,,2017,7,July,62882,0,295
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2017,3,March,5817,0,17
B00448,DIAL CAR INC.,,2016,7,July,10127,0,177
B03339,TAPMAPZ LLC,,2021,11,November,19,0,2
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2020,11,November,66,0,6
B02670,STRIDE TRANSPORTATION INC.,,2019,9,September,833,0,44
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2019,3,March,243,0,62
B02541,HIBA CAR & LIMO SVC INC.,,2015,6,June,327,0,10
B01190,NEW BELL CAR SERVICE CORP,,2020,7,July,1985,0,12
B02832,NYC FLY WHEELS INC.,,2021,3,March,456,0,6
B02760,VISMAR RADIO DISPATCH INC.,,2018,1,January,203,0,6
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2016,7,July,14,0,3
B01854,EUROPE LIMOUSINE SERVICE INC,,2021,10,October,1591,0,139
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2019,5,May,16915,0,101
B02651,SAROS TRANSPORTATION GROUP INC.,,2016,8,August,170,0,16
B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",,2018,1,January,149,0,1
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2017,9,September,1884,0,45
B00429,SURF CAR SYSTEMS INC,,2016,4,April,12065,0,25
B03240,ARECIBO EXPRESS INC.,,2021,2,February,190,0,19
B02851,GALLANT CAR SERVICE CORP.,,2018,12,December,206,0,3
B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2017,3,March,1494,0,6
B03257,MAXI LUXURY CARS CORP.,,2020,6,June,1055,0,7
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2018,3,March,94,0,8
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2020,2,February,17860,0,96
B01346,ARECIBO C/S INC,,2021,8,August,910,0,5
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2022,6,June,1745,0,12
B00151,KINGSBAY CAR SERVICE INC,,2018,10,October,82,0,14
B00296,PRIME TIME TRANS. INC,,2018,9,September,1086,0,34
B02517,LOS PAISANOS LUXURY C/S INC.,,2020,4,April,82,0,4
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2021,5,May,215,0,1
B01336,BAY EXPRESS CORP.,,2016,3,March,5173,0,29
B00647,KISS CAR SERVICE INC,,2020,9,September,15641,0,89
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2022,1,January,671,0,129
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",CLIQCAR,2016,6,June,10876,0,22
B00221,PROFESSIONAL CAR SERVICE INC,,2019,12,December,5671,0,40
B01679,OLLIE'S TRANSPORTATION SERVICE,OLLIE'S AIRPORT SERVICE,2018,10,October,498,0,19
B01777,PREMIUM RADIO DISP & MULTI SVC,,2016,9,September,15596,0,176
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2020,7,July,13251,0,197
B00151,KINGSBAY CAR SERVICE INC,,2018,6,June,203,0,17
B02990,GO MY SEDAN LLC,,2021,4,April,30,0,2
B02715,GROUNDANYWHERE LLC,,2018,1,January,15403,0,590
B02751,RELIANCE GROUP INC,,2015,12,December,40,0,4
B02732,KESHES INC,,2016,5,May,4582,0,36
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2019,12,December,1406,0,18
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2020,5,May,572,0,11
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2018,9,September,28364,0,135
B01731,ROSEDALE BASE CAR SERVICE CORP.,DANNY'S CAR SERVICE,2017,2,February,398,0,4
B00802,BELL CAR SVC INC,,2020,8,August,3162,0,16
B03200,L & J LOGISTICS CORP.,,2020,12,December,357,0,11
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2021,12,December,2212,0,30
B01263,"RACHEL'S CAR SERVICE,INC.",,2019,3,March,1803,0,19
B03315,BRISK CAR SERVICE INC.,,2021,12,December,705,0,1
B03040,ZYT EXPRESS CORP.,,2021,6,June,206,0,3
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2016,5,May,674,0,11
B03226,PAXXIA LUXURY CORP.,,2020,9,September,336,0,8
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2019,1,January,268,0,7
B01285,UNION RADIO DISPATCH INC,,2019,4,April,13135,0,66
B01051,B Q N C/S CORP,,2020,1,January,10377,0,61
B01061,DAT RADIO DISP INC,,2018,6,June,33978,0,154
B01389,METRO LUXURY INC,,2015,9,September,1449,0,26
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2017,10,October,4471,0,21
B02751,RELIANCE GROUP INC,,2019,2,February,33,0,5
B02996,FOREVER BLUE CAR SERVICE INC.,,2020,2,February,1326,0,19
B02825,GUADALUPANA II CAR & LIMO INC,,2018,4,April,3909,0,17
B02811,M.L TRIPS CORP.,,2021,11,November,518,0,16
LYFT,LYFT,LYFT,2020,8,August,3072675,0,30098
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2019,11,November,318,0,16
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2017,5,May,18,0,1
B01467,NEW EXPERIENCE #1 INC,,2016,10,October,14234,0,70
B02881,DIANE CAR AND LIMO SERVICE LLC,,2021,6,June,3552,0,20
B03321,"CRESCENT LUXURY CLS, INC.",,2021,2,February,12,0,3
B00084,AUTOMOTIVE SVC SYSTEM INC,,2017,8,August,4,0,3
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2022,2,February,3237,0,22
B03018,AUREUS LLC,JAVA CAR & LIMOUSINE SERVICE,2018,2,February,12,0,6
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2016,8,August,1262,0,14
B03105,MAZNA TRANSPORTATION CORPORATION,,2020,7,July,3,0,2
B00937,RIVERSIDE RADIO DISPATCHER,,2017,6,June,52577,0,288
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2017,7,July,6052,0,28
B01391,ROSE 'N' DALE C/S INC,,2019,12,December,1617,0,10
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2019,12,December,28,0,3
B03011,GOOD DAY TRANSPORTATION INC,,2021,5,May,271,0,5
B00597,WAKEFIELD LSG MAINT CORP,,2016,4,April,2297,0,10
LYFT,LYFT,LYFT,2019,11,November,5144737,1464222,44804
B03361,D MANNY SAFE RIDE CORP.,,2021,3,March,80,0,1
B03185,G&J LUXURY TRANSPORTATION INC,,2021,10,October,176,0,7
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2019,9,September,631,0,6
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2016,1,January,556,0,17
B02634,VETERANS RADIO DISPATCHER CORP.,,2017,7,July,23201,0,152
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2017,1,January,50841,0,737
B00477,INTA-BORO ACRES INC,,2018,8,August,7302,0,151
B02967,ABIEL TRANSPORTATION CORP,,2018,8,August,1522,0,17
B03310,"BURAQ-NY, LLC",,2020,11,November,2,0,1
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2018,7,July,2063,0,7
B01846,ROMANTIQUE LIMOUSINE INC.,,2017,3,March,33,0,9
B02898,SANO CAR LLC,,2019,7,July,5109,0,21
B01362,AMERICAN BASE NO.1 INC.,,2019,7,July,6506,0,48
B03017,SDR TRANSPORTATION CORP.,,2020,6,June,4446,0,42
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2018,2,February,786,0,7
B02546,X RADIO DISPATCHER INC.,,2017,12,December,26812,0,154
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2021,5,May,2920,0,20
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2022,1,January,75,0,3
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2021,12,December,596,0,37
B03320,LIMOLINK INCORPORATED,LIMOLINK NY,2021,7,July,100,0,11
B01389,METRO LUXURY INC,,2017,5,May,8581,0,127
B00318,APPLE RADIO CARS INC,,2016,6,June,4519,0,27
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2017,2,February,1029,0,39
B01536,FIRST CLASS C/L SVC CORP,,2020,6,June,9187,0,62
B02003,"AVALON CORPORATE CAR,INC.",,2016,8,August,2807,0,97
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2018,10,October,1836,0,20
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2018,7,July,1028,0,14
B01989,"ICS-NY, INC.",,2016,6,June,555,0,21
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2016,9,September,29862,0,119
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2019,12,December,2427,0,12
B02731,EMES OF BOROPARK CAR SERVICE INC,,2019,12,December,486,0,4
B03139,MJ LUXURY INC.,,2022,6,June,743,0,5
B02688,KJ TRANSPORTATION,,2016,3,March,4327,0,41
B01467,NEW EXPERIENCE #1 INC,,2016,12,December,13693,0,62
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2020,7,July,61,0,3
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2017,5,May,2152,0,11
B00149,RAINBOW RAD DISP INC,,2019,7,July,1661,0,17
B00053,CHARGE AND RIDE INC,,2018,3,March,1021,0,73
B00149,RAINBOW RAD DISP INC,,2021,7,July,1989,0,14
B02826,NEW BELL LUXURY CORP,,2020,6,June,3570,0,26
B01282,NEW LOTS C/S INC,,2020,7,July,3894,0,20
B03064,AP LUXURY LIMOUSINE INC,,2022,2,February,42,0,5
B03145,YERZ CAR INC.,,2020,11,November,75,0,1
B00827,"CASTLE CAR SERVICE, INC",,2019,5,May,423,0,2
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,,2018,6,June,538,0,18
B03080,AMBAR TRANSPORTATION INC.,,2021,2,February,2922,0,36
B02852,OP CAR SERVICE INC.,,2016,5,May,365,0,9
B02003,"AVALON CORPORATE CAR,INC.",,2018,3,March,2898,0,80
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2018,9,September,2730,0,63
B03336,GET BETTER TRANSPORTATION LLC.,,2021,6,June,103,0,7
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2018,8,August,1777,0,35
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2022,5,May,2914,0,10
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2021,11,November,4708,0,27
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2018,8,August,150,0,2
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2016,1,January,2051,0,6
B00459,910 CAR SERVICE INC,,2019,1,January,494,0,27
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2021,12,December,562,0,3
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2016,12,December,1808,0,45
B02590,LUXOR LIMO INC,,2019,10,October,1294,0,47
B02826,NEW BELL LUXURY CORP,,2018,11,November,6499,0,39
B01745,AZUAY CORPORATION,CARIBE CAR SERVICE,2021,2,February,463,0,4
B02920,AMAZING CAR AND LIMO SERVICE INC,,2020,3,March,742,0,5
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,,2019,12,December,4613,0,20
B01233,NEW LACONIA RAD DISP INC,,2016,5,May,21623,0,79
B02462,TIFFANY'S CAR SERVICE INC.,,2019,5,May,294,0,9
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2018,6,June,428,0,10
B02901,GALLANT LUXURY SERVICE CORP.,,2020,12,December,355,0,7
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2016,9,September,16772,0,281
B01537,S.I. SPEED INC.,,2016,5,May,4560,0,25
B02229,NEW FAT INC.,ELEGANTE,2016,6,June,2482,0,27
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2018,8,August,471,0,15
B01552,ACTIVE EXPRESS CAR & LIMO SERVICE INC,,2015,12,December,28,0,5
B02453,MCW CAR & LIMO INC.,,2019,1,January,34,0,8
B01800,EMPIRE INTERNATIONAL LTD.,,2018,3,March,7946,0,273
B01846,ROMANTIQUE LIMOUSINE INC.,,2015,11,November,48,0,10
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2018,8,August,1009,0,6
B02279,MATAMOROS CAR SERVICE INC.,,2021,9,September,689,0,4
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2021,10,October,261,0,5
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2019,3,March,25,0,5
B02505,TRELAWNY CAR SERVICE INC,,2016,10,October,2729,0,13
B02016,PLANET LIMOUSINE LLC,,2019,2,February,1697,0,44
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2017,11,November,3750,0,9
B00221,PROFESSIONAL CAR SERVICE INC,,2018,7,July,8031,0,58
B02335,ROCHDALE CAR SERVICE INC.,,2017,11,November,869,0,6
B02397,CHICO EXPRESS CORP. 2,,2018,11,November,1429,0,7
B00446,COMMUNICAR INCORPORATED,,2019,12,December,3016,0,78
B02410,"POLO LIMOUSINE, CORP.",,2016,9,September,1696,0,52
B02892,SEAMAN EXPRESS CORP.,,2018,9,September,76,0,24
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2017,1,January,5608,0,40
B01124,COOPERATIVA CLBNA DE CON INC,,2019,8,August,2837,0,29
B01413,SFL INC,,2019,9,September,1796,0,43
B03139,MJ LUXURY INC.,,2020,1,January,89,0,3
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2018,7,July,1828,0,32
B01065,EL BARRIO'S CAR SERVICE LLC,,2021,6,June,8316,0,51
B03157,CAPRICE CAR SERVICE CORP.,,2021,1,January,3609,0,30
B00272,BIG APPLE CAR INC,,2017,9,September,4293,0,131
B03226,PAXXIA LUXURY CORP.,,2021,6,June,419,0,8
B02515,OLS LIMOUSINE SERVICE INC.,,2017,8,August,210,0,11
B03113,MIKE'S VIP TRANSPORTATION INC.,,2020,2,February,604,0,5
B03206,KIDMOTO TECHNOLOGIES LLC,,2021,2,February,15,0,3
B01349,CAPRICORN LIMO SVC INC,,2020,4,April,21,0,3
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2018,12,December,812,0,7
B03185,G&J LUXURY TRANSPORTATION INC,,2020,11,November,63,0,7
B03031,ALLIANCE LIMOUSINE INC,,2018,7,July,127,0,11
B02252,ASIANA LIMOUSINE INC.,,2017,12,December,6,0,2
B00652,RESCUE C/S INC,,2017,1,January,4263,0,14
B00559,7 OCEAN EXPRESS INC.,,2017,7,July,651,0,4
B02496,MAHAICA EXPRESS SERVICE INC.,,2016,7,July,4,0,1
B02535,LFS LIMO CORP.,,2015,7,July,28,0,5
B02891,"GLIDE LUXURY TRANSPORTATION, INC",,2019,12,December,151,0,5
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2021,7,July,199,0,3
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2015,11,November,97,0,6
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2017,9,September,463,0,14
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2017,4,April,14187,0,26
B02292,NEW YORK APPLE V.I.P. CORP,,2017,4,April,2208,0,11
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2020,6,June,1904,0,8
B01057,NEW AMERICAN C/L SVC,,2016,2,February,1454,0,12
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2020,12,December,393,0,3
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2018,2,February,783,0,20
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2019,2,February,577,0,8
B02472,NEW BUSHWICK LUXURY INC.,,2020,6,June,92,0,9
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,2015,11,November,3605,0,159
B00919,HARLEM CARS INC.,,2016,5,May,16926,0,104
B02845,MIRAE CALLS INC,,2016,1,January,20,0,9
B00882,UNC CAR & LIMO SERVICE,,2021,4,April,2597,0,31
B01626,LA NUEVA QUISQUEYA C/S INC,,2021,9,September,11202,0,54
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2015,6,June,1,0,1
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2017,4,April,1185,0,8
B00889,MEXICANA CAR SERVICE INC.,,2019,11,November,4791,0,19
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2021,12,December,100,0,17
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2017,10,October,3020,0,82
B03028,CASTILLO CAR & LIMO INC,,2020,11,November,682,0,4
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2020,3,March,27,0,4
B02760,VISMAR RADIO DISPATCH INC.,,2018,5,May,280,0,7
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2020,2,February,840,0,14
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2021,1,January,3354,0,46
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2018,2,February,113,0,10
B02739,TRAXLINE CAR SERVICE INC.,,2017,8,August,833,0,12
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2021,5,May,94,0,3
B00083,PAGE-A-RIDE INC,,2015,11,November,387,0,20
B01215,ECUADOOR CORP,,2020,1,January,4695,0,22
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2020,1,January,514,0,8
B02311,FAST CITY CAR & LIMO SVC INC.,,2019,4,April,3693,0,25
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2019,9,September,3018,0,20
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2021,4,April,173,0,8
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2016,4,April,1477,0,16
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2016,11,November,1395,0,4
B03100,MORELOS CAR SERVICE INC.,,2022,3,March,204,0,1
B00448,DIAL CAR INC.,,2020,10,October,2558,0,56
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2021,2,February,143,0,60
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2016,9,September,1313,0,50
B00078,R & R ROAD LIMO SVCE INC,,2020,6,June,38,0,5
B00625,"CENTRAL CAR SERVICES,INC.",,2022,3,March,144,0,5
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2016,8,August,2059,0,10
B00937,RIVERSIDE RADIO DISPATCHER,,2022,1,January,9546,0,62
B01340,UNICAR COMPANY INC,,2021,10,October,7401,0,41
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2020,8,August,11,0,1
B02173,ADMIRE LLP LLC,,2021,5,May,50,0,11
B03199,RINCON TRANSPORTATION LLC,,2020,1,January,488,0,7
B00937,RIVERSIDE RADIO DISPATCHER,,2017,11,November,42738,0,239
B02702,NEW SAFARI CAR & LIMO INC.,,2018,2,February,179,0,6
B01710,"79 MASADA III, INC.",MASADA III,2020,6,June,4780,0,24
B02093,V.J. CAR & LIMO SVC INC.,,2017,9,September,1746,0,4
B00821,ATLANTIC CAR SVCE,,2021,4,April,15531,0,89
B01413,SFL INC,,2017,6,June,2287,0,38
B03327,DAHLIA TRANSPORTATION CORP.,,2022,1,January,336,0,5
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2017,4,April,51946,0,680
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2020,2,February,13553,0,32
B01467,NEW EXPERIENCE #1 INC,,2019,2,February,4399,0,25
B00419,KOOP DISPATCHING INC.,,2015,11,November,464,0,8
B00860,SEAMAN RADIO DISPATCHERS INC,,2020,10,October,7717,0,55
B01336,BAY EXPRESS CORP.,,2021,10,October,1450,0,9
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2019,11,November,5313,0,197
B02838,THA MAYA CAR SERVICE INC,,2021,8,August,1118,0,11
B02738,EXPLORER CAR SERVICE INC.,,2020,2,February,347,0,3
B00170,EMUNAH CAR SERVICE INC,,2015,11,November,1192,0,7
B02942,FANNY RADIO DISPATCHER SERVICE INC.,,2019,12,December,555,0,14
B02180,PEGASUS TRANSPORT SERVICE INC.,,2017,11,November,154,0,12
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2018,11,November,597,0,9
