License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B01726,SUPER CLASS RADIO DISP INC,7183672222,Yes,1831,GRAND CONCOURSE,BRONX,NY,10453,LIVERY BASE,40.847759,-73.907886,07/12/2023,18:00:13,"(40.847759, -73.907886)"
B03085,A & A AMAZOON TRANSPORTATION INC.,7184954444,No,107-04,37 AVENUE,CORONA,NY,11368,BLACK CAR BASE,40.7536992,-73.8612854,07/12/2023,18:00:13,"(40.7536992, -73.8612854)"
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,LLC.",7187065500,No,191,HIGH STREET,WALTHAM,MA,02453,LUXURY/LIMOUSINE,40.739553,-73.936994,07/12/2023,18:00:13,"(40.739553, -73.936994)"
B01091,A & R GOLDEN EXP INC,7189726666,No,5802,13 AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.629944,-73.99765,07/12/2023,18:00:13,"(40.629944, -73.99765)"
B00381,BELL RADIO INC,7189444955,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,07/12/2023,18:00:13,"(40.638477, -73.983333)"
B03478,NY CLASSIC CAR & LIMO INC,2122070059,No,147 48,ROOSEVELT AVENUE  SUITE L7,FLUSHING,NY,11354,BLACK CAR BASE,40.7627004,-73.8167517,07/12/2023,18:00:13,"(40.7627004, -73.8167517)"
B01259,THE NEW BROOKLYN C/S INC,7183882828,No,390,BROADWAY  1FL,BROOKLYN,NY,11211,LIVERY BASE,40.709336,-73.95656,07/12/2023,18:00:13,"(40.709336, -73.95656)"
B02460,CABOT LIMO NY CORP.,7184646666,No,212-03,UNION TURNPIKE,OAKLAND GRDNS,NY,11364,LUXURY/LIMOUSINE,40.733903,-73.758753,07/12/2023,18:00:13,"(40.733903, -73.758753)"
B02687,ECO RIDE INC.,7186463500,No,6002,FOSTER AVENUE,BROOKLYN,NY,11236,LIVERY BASE,40.640231,-73.918947,07/12/2023,18:00:13,"(40.640231, -73.918947)"
B01273,PUERTO RICO CAR SERVICE INC.,7184437777,No,1072,BROADWAY,BROOKLYN,NY,11221,LIVERY BASE,40.694521,-73.931575,07/12/2023,18:00:13,"(40.694521, -73.931575)"
B02898,SANO CAR LLC,2125675009,No,5030,BROADWAY  SUITE 676,NEW YORK,NY,10034,BLACK CAR BASE,40.86885,-73.91664,07/12/2023,18:00:13,"(40.86885, -73.91664)"
B00975,"T.J.Q. CAR SERVICE, INC.",7186292540,No,4912,AVENUE D,BROOKLYN,NY,11203,LIVERY BASE,40.64196,-73.9298,07/12/2023,18:00:13,"(40.64196, -73.9298)"
B02797,CJ LIMOUSINE LLC,2012425466,No,1605,JOHN STREET  SUITE 201,FORT LEE,NJ,07024,BLACK CAR BASE,40.854042,-73.979192,07/12/2023,18:00:13,"(40.854042, -73.979192)"
B01124,COOPERATIVA CLBNA DE CON INC,7186990960,No,109-20,CORONA AVENUE,CORONA,NY,11368,LIVERY BASE,40.741837,-73.85361,07/12/2023,18:00:13,"(40.741837, -73.85361)"
B02949,MEEM SERVICES INC,9174827281,No,24506,JERICHO TKPE  SUITE#LL111,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.724491,-73.723094,07/12/2023,18:00:13,"(40.724491, -73.723094)"
B03279,AMERIKANISCH SERVICES CORP.,3476726354,No,1460,BROADWAY,NEW YORK,NY,10036,BLACK CAR BASE,40.7550721,-73.986259,07/12/2023,18:00:13,"(40.7550721, -73.986259)"
B03291,TRACY LUXURY CORP.,7183139400,No,4861,BROADWAY,NEW YORK,NY,10034,BLACK CAR BASE,40.8668822,-73.9240982,07/12/2023,18:00:13,"(40.8668822, -73.9240982)"
B02977,MEDROCK CAR SERVICE INC.,7188884848,No,162-13,46 AVENUE  #2 FLOOR,FLUSHING,NY,11358,BLACK CAR BASE,40.762492,-73.803318,07/12/2023,18:00:13,"(40.762492, -73.803318)"
B03414,FAIR RIDE GROUP INC.,2123707549,No,40,WALL STREET  SUITE 2817,NEW YORK,NY,10005,BLACK CAR BASE,40.7071997,-74.009646,07/12/2023,18:00:13,"(40.7071997, -74.009646)"
B03438,ASSURED TRANSPORTATION CORP,9179452287,No,3418,NORTHERN BOULEVARD  3/36,LONGISLAND CITY,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B00653,ROYAL CAR & LIMO SERVICE INC.,7183233333,Yes,104-09,109TH STREET,RICHMOND HILL,NY,11418,LIVERY BASE,40.683813,-73.832688,07/12/2023,18:00:13,"(40.683813, -73.832688)"
B00932,NATASHAS GRP CAR CORP,7185740155,No,372,WILSON AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.694835,-73.915817,07/12/2023,18:00:13,"(40.694835, -73.915817)"
B03144,JUST A MOMENT CAR SERVICE INC,6463793071,No,3100,47 AVENUE  STE 3100,LIC,NY,11101,BLACK CAR BASE,40.7427791,-73.9353777,07/12/2023,18:00:13,"(40.7427791, -73.9353777)"
B03234,ALPHA EXPRESS RIDE CORP.,8007860393,No,31 - 00,47 AVENUE  SUITE 3100,LIC,NY,11101,BLACK CAR BASE,40.7427791,-73.9353777,07/12/2023,18:00:13,"(40.7427791, -73.9353777)"
B02551,CHIEF LIMO INC.,7185051919,No,3708,100 STREET,QUEENS,NY,11368,BLACK CAR BASE,40.738362,-73.895646,07/12/2023,18:00:13,"(40.738362, -73.895646)"
B03400,JNS & G TRANSPORTATION INC.,7183961749,No,94-19,ROOSEVELT AVENUVE,JACKSON HEIGHTS,NY,11372,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B02921,"GRAVITAS PRIMO,LLC",9176057800,No,348,WEST 14 STREET  6TH FLOOR,NEW YORK,NY,10014,BLACK CAR BASE,40.720613,-73.984519,07/12/2023,18:00:13,"(40.720613, -73.984519)"
B01315,"V.I.T. CAR SERVICE, INC.",7189048057,No,1478,WHITE PLAINS ROAD,BRONX,NY,10462,LIVERY BASE,40.837752,-73.86334,07/12/2023,18:00:13,"(40.837752, -73.86334)"
B03036,ZYNC INC,7184821818,Yes,12-04,44 AVENUE,LIC,NY,11101,BLACK CAR BASE,40.749688,-73.9483835,07/12/2023,18:00:13,"(40.749688, -73.9483835)"
B00310,WATSON CAR SERVICE INC.,7189918484,No,1681,BRUCKNER BOULEVARD,BRONX,NY,10472,LIVERY BASE,40.825135,-73.87033,07/12/2023,18:00:13,"(40.825135, -73.87033)"
B02629,CARLUX LIMO INC.,8666580011,No,110,JERICHO TURNPIKE  SUITE 4,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.727625,-73.7072,07/12/2023,18:00:13,"(40.727625, -73.7072)"
B03422,CTG LOGISTICS INC.,9176672847,No,241,37TH STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.6787845,-73.9899849,07/12/2023,18:00:13,"(40.6787845, -73.9899849)"
B03403,BLACK LIGHT CHAUFFEUR SERVICES LLC,7184143881,No,600,TERRY PLACE,VALLEY STREAM,NY,11580,LUXURY/LIMOUSINE,40.6924922,-73.686495,07/12/2023,18:00:13,"(40.6924922, -73.686495)"
B03194,"SUNNY DAY TRANSPORTATION,CORP",7184096281,No,1831,WOOD AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.8354271,-73.8653717,07/12/2023,18:00:13,"(40.8354271, -73.8653717)"
B02856,MARIACHI CAR SERVICE INC,7185247323,No,1264 A,CASTLETON AVENUE,STATEN ISLAND,NY,10310,BLACK CAR BASE,40.63375,-74.12479,07/12/2023,18:00:13,"(40.63375, -74.12479)"
B03258,CHERRY TRANSPORTATION NY INC.,7183330404,No,45-55,162ND STREET  1ST FL.,FLUSHING,NY,11358,BLACK CAR BASE,40.754798,-73.8044538,07/12/2023,18:00:13,"(40.754798, -73.8044538)"
B90568,AMG TRANSPORTATION INC.,7186460550,No,34,LORD AVE,LAWRENCE,NY,11559,PARATRANSIT BASE,40.658652,-73.580098,07/12/2023,18:00:13,"(40.658652, -73.580098)"
B02975,LI YANG LIMOUSINE INC,9293379394,No,578,58 STREET,BROOKLYN,NY,11220,BLACK CAR BASE,40.639423,-74.013137,07/12/2023,18:00:13,"(40.639423, -74.013137)"
B02899,NEW BLACK LUXURY CARS CORP,7183887777,No,390,BROADWAY,BROOKLYN,NY,11211,BLACK CAR BASE,40.707063,-73.95449,07/12/2023,18:00:13,"(40.707063, -73.95449)"
B01432,TOVAR TRANSPORTATION INC,7189728877,No,5511,16 AVENUE,BROOKLYN,NY,11204,LIVERY BASE,40.627342,-73.98909,07/12/2023,18:00:13,"(40.627342, -73.98909)"
B03180,STATEN ISLAND TRANSPORTATION SERVICES INC.,7184730666,No,4604,7 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.64469,-74.003935,07/12/2023,18:00:13,"(40.64469, -74.003935)"
B02913,DAT TRANSPORTATION INC.,7183288889,No,650,SOUNDVIEW AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.818455,-73.86271,07/12/2023,18:00:13,"(40.818455, -73.86271)"
B03434,BELLA CAR SRVICE CORPORATION,5169865999,No,3418,NORTHERN BOULEVARD  SUITE 100,L.I.C.,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B02418,PLUSH SERVICES CORP,5164183303,No,33 - 20,55 STREET  SUITE #227,WOODSIDE,NY,11377,BLACK CAR BASE,40.704842,-73.651686,07/12/2023,18:00:13,"(40.704842, -73.651686)"
B01846,ROMANTIQUE LIMOUSINE INC.,7182327273,No,1421,86 STREET,BROOKLYN,NY,11228,LUXURY/LIMOUSINE,40.612483,-74.010847,07/12/2023,18:00:13,"(40.612483, -74.010847)"
B02021,EASYRIDE CAR SERVICE INC.,7184445557,No,2982,NOSTRAND AVENUE,BROOKLYN,NY,11229,LIVERY BASE,40.611528,-73.944318,07/12/2023,18:00:13,"(40.611528, -73.944318)"
B02520,AMK LUXURY CAR & LIMO INC.,2122810059,No,20,15 STREET  SUITE 207,BROOKLYN,NY,11215,BLACK CAR BASE,40.634763,-73.935362,07/12/2023,18:00:13,"(40.634763, -73.935362)"
B01243,EILAT TRANSPORTATION CORP,7183761122,Yes,1601,VOORHIES AVENUE,BROOKLYN,NY,11235,LIVERY BASE,40.604462,-73.97275,07/12/2023,18:00:13,"(40.604462, -73.97275)"
B03530,GO TRANSFER BLACK CAR & LIMO SERVICES LLC,7187703030,No,61-43,186 STREET  SUITE 204,FRESH MEADOWS,NY,11365,BLACK CAR BASE,,,07/12/2023,18:00:13,
B02770,"CAVALIER CAR & LIMOUSINE, INC.",7184542900,No,185-08,UNION TURNPIKE,FRESH MEADOWS,NY,11366,BLACK CAR BASE,40.728365,-73.78328,07/12/2023,18:00:13,"(40.728365, -73.78328)"
B02060,AMERICAN LIMOUSINE LLC,2015293610,No,365,RIFLE CAMP ROAD  SUITE 202,WOODLAND PARK,NJ,07424,LUXURY/LIMOUSINE,41.083191,-74.149513,07/12/2023,18:00:13,"(41.083191, -74.149513)"
B03225,ALCON EXPRESS INC,7185244121,No,1264,CASTLETON AVE,STATEN ISLAND,NY,10310,BLACK CAR BASE,40.6337961,-74.1248216,07/12/2023,18:00:13,"(40.6337961, -74.1248216)"
B02657,MALCOLM LIMO EXPRESS CORP.,2126904000,Yes,2548,8 AVENUE,NEW YORK,NY,10030,LIVERY BASE,40.816919,-73.94591,07/12/2023,18:00:13,"(40.816919, -73.94591)"
B03462,IMPERIAL TP CAR SERVICE INC,7189010070,No,49,WEST 170TH STREET,BRONX,NY,10452,BLACK CAR BASE,40.8407671,-73.9204093,07/12/2023,18:00:13,"(40.8407671, -73.9204093)"
B01479,PRATT CAR SERVICE INC,7187894900,No,175,TOMPKINS AVENUE,BROOKLYN,NY,11206,LIVERY BASE,40.693241,-73.945613,07/12/2023,18:00:13,"(40.693241, -73.945613)"
B00013,LOVE CORPORATE CAR INC,7186333333,No,41 - 24,38TH STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,07/12/2023,18:00:13,"(40.638477, -73.983333)"
B02111,HUANG HOU CAR SERVICES INC.,7187623333,No,35-27,FARRINGTON STREET,FLUSHING,NY,11354,LIVERY BASE,40.763587,-73.831238,07/12/2023,18:00:13,"(40.763587, -73.831238)"
B02699,PRESIDENTIAL LUXURY LIMO INC.,7187079999,No,50-19,49 STREET,WOODSIDE,NY,11377,BLACK CAR BASE,40.736437,-73.917154,07/12/2023,18:00:13,"(40.736437, -73.917154)"
B03350,TEN I CON CORP,7187778070,No,48-02,25 AVENUE,ASTORIA,NY,11103,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B03367,SHOW LIMO CORP.,7182606666,No,161,BRIGHTON   11 STREET,BROOKLYN,NY,11235,BLACK CAR BASE,40.578494,-73.9585348,07/12/2023,18:00:13,"(40.578494, -73.9585348)"
B03393,PARK LANE US SERVICE CORP,9174858032,No,115,NORTH BROADWAY  SUIT 205,HICKSVILLE,NY,11801,BLACK CAR BASE,40.7719023,-73.5267805,07/12/2023,18:00:13,"(40.7719023, -73.5267805)"
B02292,NEW YORK APPLE V.I.P. CORP,7182304789,No,372,WILSON AVENUE,BROOKLYN,NY,11221,BLACK CAR BASE,40.694835,-73.915817,07/12/2023,18:00:13,"(40.694835, -73.915817)"
B90681,SENIOR RIDE TRANSPORTATION LLC,9294120035,No,700,HAVEMEYER AVENUE,BRONX,NY,10473,PARATRANSIT BASE,40.821906,-73.845107,07/12/2023,18:00:13,"(40.821906, -73.845107)"
B01016,810 CAR SVCE CORP,7182353480,No,2672,PITKIN AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.674932,-73.87351,07/12/2023,18:00:13,"(40.674932, -73.87351)"
B01311,DISCOUNT CAR SVCE,7187400101,No,94-44,213 STREET,QUEENS VILLAGE,NY,11428,LIVERY BASE,40.71643,-73.74506,07/12/2023,18:00:13,"(40.71643, -73.74506)"
B80182,EIGHT STAR INC.,3476446822,No,136-31,41 AVENUE  PH,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.74931,-73.821321,07/12/2023,18:00:13,"(40.74931, -73.821321)"
B03292,PIBE TRANSPORTATION INC.,3473910707,No,1431,ZEREGA AVENUE,BRONX,NY,10462,BLACK CAR BASE,40.8372279,-73.8477726,07/12/2023,18:00:13,"(40.8372279, -73.8477726)"
B03231,BIG 'O' LIMO CORP,3478625252,No,3148,EAST TREMONT AVENUE  SUIT#1,BRONX,NY,10461,BLACK CAR BASE,40.8375914,-73.8347309,07/12/2023,18:00:13,"(40.8375914, -73.8347309)"
B03387,SHALOM EXPRESS CORP,7184372444,No,1201,39 STREET,BROOKLYN,NY,11218,BLACK CAR BASE,40.6419746,-73.9882753,07/12/2023,18:00:13,"(40.6419746, -73.9882753)"
B02228,SPECIAL RADIO DISP.CORP.,2126663939,No,72,WEST  109 STREET,NEW YORK,NY,10025,LIVERY BASE,40.800928,-73.961258,07/12/2023,18:00:13,"(40.800928, -73.961258)"
B00647,KISS CAR SERVICE INC,7187331111,Yes,2811,WHITE PLAINS RD,BRONX,NY,10467,LIVERY BASE,40.865895,-73.88565,07/12/2023,18:00:13,"(40.865895, -73.88565)"
B03404,"UBER USA, LLC",6467800129,Yes,1515,THIRD STREET,SAN FRANCISCO,CA,94158,BLACK CAR BASE,40.7109092,-74.0116047,07/12/2023,18:00:13,"(40.7109092, -74.0116047)"
B03072,CONVENIENCE RIDE TRANSPORTATION SERVICES INC.,3476068698,Yes,886,RUTLAND ROAD  1ST FLOOR,BROOKLYN,NY,11203,BLACK CAR BASE,40.660453,-73.9300101,07/12/2023,18:00:13,"(40.660453, -73.9300101)"
B03137,"IOT SERVICES, LLC",7189152183,No,460,WILLIS AVENUE  2ND FLR,BRONX,NY,10455,BLACK CAR BASE,40.8138769,-73.919173,07/12/2023,18:00:13,"(40.8138769, -73.919173)"
B03464,SOLEIL CITY TRANSPORTATION INC.,9298220868,No,549,EAST  138 STREET  2ND FLOOR,BRONX,NY,10454,BLACK CAR BASE,40.8071447,-73.9175285,07/12/2023,18:00:13,"(40.8071447, -73.9175285)"
B03344,C-TRANSIT INC.,3477688360,No,1626,NOSTRAND AVENUE,BROOKLYN,NY,11226,LIVERY BASE,40.6463696,-73.9494069,07/12/2023,18:00:13,"(40.6463696, -73.9494069)"
B03386,CHASDEI DEVORAH INC.,7182320616,No,5004,16 AVENUE,BROOKLYN,NY,11204,BLACK CAR BASE,40.6304693,-73.9864272,07/12/2023,18:00:13,"(40.6304693, -73.9864272)"
B03000,ZAPP CAR SERVICE INC.,7184848673,No,1691,NOSTRAND AVENUE,BROOKLYN,NY,11226,LIVERY BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B03023,HERMANY LIMO TRANSPORTATION LLC,7186845959,No,650,MORRIS PARK AVENUE,BRONX,NY,10462,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B00256,FAST OPERATING CORP,2126666666,No,2642,BROADWAY,NY,NY,10025,LIVERY BASE,40.760313,-73.9412,07/12/2023,18:00:13,"(40.760313, -73.9412)"
B00271,UTOG 2-WAY RADIO INC,7183617290,No,25-20,39 AVENUE,LONGISLANDCITY,NY,11101,BLACK CAR BASE,40.754227,-73.93631,07/12/2023,18:00:13,"(40.754227, -73.93631)"
B03365,WISE TRANSPORTATION CORP,3479475454,No,34-18,NORTHERN BOULEVARD  SUITE 344,LONGISLAND CITY,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B01470,AGUILA CAR & LIMO CORPORATION,7186998100,No,51-47,69TH STREET,WOODSIDE,NY,11377,LIVERY BASE,40.745662,-73.86428,07/12/2023,18:00:13,"(40.745662, -73.86428)"
B03043,NYM MEDICAL TRANSPORTATION INC.,5166884182,No,2809,WEBSTER AVENUE,BRONX,NY,10458,LIVERY BASE,40.8666816,-73.8850294,07/12/2023,18:00:13,"(40.8666816, -73.8850294)"
B02747,LEGEND LUXURY LIMO INC.,7187881234,No,209,25 STREET  2ND FLR,BROOKLYN,NY,11232,BLACK CAR BASE,40.681771,-73.98047,07/12/2023,18:00:13,"(40.681771, -73.98047)"
B03259,LATINO EXECUTIVE INC,7186990700,No,109-20,CORONA AVENUE  1ST FLR,CORONA,NY,11368,BLACK CAR BASE,40.7418117,-73.8536195,07/12/2023,18:00:13,"(40.7418117, -73.8536195)"
B03353,PEACE TRANSPORTATION SERVICES INC.,9147405485,No,1,WOLFS LANE SUITE 311,PELHAM,NY,10803,BLACK CAR BASE,40.9105538,-73.8104008,07/12/2023,18:00:13,"(40.9105538, -73.8104008)"
B03055,EXPLORER EXPRESS INC,7182380224,No,6809,3RD AVE,BROOKLYN,NY,11220,BLACK CAR BASE,40.6361246,-74.0257149,07/12/2023,18:00:13,"(40.6361246, -74.0257149)"
B03412,ALTUS TRANSIT CORP,7183994914,No,548,THROGS NECK EXPRESSWAY  SUIT 4,BRONX,NY,10465,BLACK CAR BASE,40.8257534,-73.8157679,07/12/2023,18:00:13,"(40.8257534, -73.8157679)"
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2127411562,No,241,37 STREET  STE#1-4-B443,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.98998,07/12/2023,18:00:13,"(40.678782, -73.98998)"
B00623,MANHATTAN INT'L LIMO NETWORK LLC,7187770890,No,24-59,47 STREET,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.741147,-73.942306,07/12/2023,18:00:13,"(40.741147, -73.942306)"
B02967,ABIEL TRANSPORTATION CORP,7187336000,No,261,EAST KINGSBRIDGE ROAD  N-46,BRONX,NY,10458,BLACK CAR BASE,40.863983,-73.89383,07/12/2023,18:00:13,"(40.863983, -73.89383)"
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",7189929162,No,277,EAST  165 STREET,BRONX,NY,10456,BLACK CAR BASE,40.82939,-73.916073,07/12/2023,18:00:13,"(40.82939, -73.916073)"
B01145,ULTRA RADIO DISP INC,7189928000,No,277,EAST  165 STREET,BRONX,NY,10456,LIVERY BASE,40.82939,-73.91607,07/12/2023,18:00:13,"(40.82939, -73.91607)"
B01306,"R N D TRANSPORTATION, INC.",7183831500,No,135,GREENPOINT AVENUE,BROOKLYN,NY,11222,LIVERY BASE,40.730181,-73.954586,07/12/2023,18:00:13,"(40.730181, -73.954586)"
B90419,D & J SERVICES INC,7188288888,No,1200,ZEREGA AVENUE,BRONX,NY,10462,PARATRANSIT BASE,40.833354,-73.843531,07/12/2023,18:00:13,"(40.833354, -73.843531)"
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",2126298833,No,718,3 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.756839,-73.999141,07/12/2023,18:00:13,"(40.756839, -73.999141)"
B01721,W.K. CAR & LIMO SERVICE INC,2122741166,No,1206,60TH STREET,BROOKLYN,NY,11219,LIVERY BASE,40.712007,-73.99515,07/12/2023,18:00:13,"(40.712007, -73.99515)"
B00823,"EASTERN L.P.B.,INC.",7184996227,No,222,15 STREET,BROOKLYN,NY,11215,LIVERY BASE,40.665361,-73.98917,07/12/2023,18:00:13,"(40.665361, -73.98917)"
B00608,SUMMIT CORPORATE CAR INC.,7189727770,No,41-24,38TH STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.638477,-73.983333,07/12/2023,18:00:13,"(40.638477, -73.983333)"
B00860,SEAMAN RADIO DISPATCHERS INC,2123043612,Yes,4020,10 AVENUE,NEW YORK,NY,10034,LIVERY BASE,40.869265,-73.91584,07/12/2023,18:00:13,"(40.869265, -73.91584)"
B03366,DESHI TRANSPORTATION INC.,3474164996,No,83-10,ROCKAWAY BOULEVARD,OZONE PARK,NY,11416,BLACK CAR BASE,40.6835729,-73.8572063,07/12/2023,18:00:13,"(40.6835729, -73.8572063)"
B02379,THE OPTION TRANSPORTATION CORP.,7185371212,No,740,MORRIS PARK AVENUE,BRONX,NY,10462,LIVERY BASE,40.838215,-73.92609,07/12/2023,18:00:13,"(40.838215, -73.92609)"
B03465,PRIANNAG CORP.,3474270250,No,5925,RIVERDALE AVE,BRONX,NY,10471,BLACK CAR BASE,40.9072079,-73.9042234,07/12/2023,18:00:13,"(40.9072079, -73.9042234)"
B02774,ALFRED HOLDINGS INC.,7185291111,No,31-00,47 AVENUE  3RD SUITE 3100,LIC,NY,11101,BLACK CAR BASE,40.67239,-73.82997,07/12/2023,18:00:13,"(40.67239, -73.82997)"
B03492,MARINA CAR SERVICE INC,7186222222,No,9425,5 AVENUE,BROOKLYN,NY,11209,BLACK CAR BASE,40.6158579,-74.03069,07/12/2023,18:00:13,"(40.6158579, -74.03069)"
B03207,QUICK AND LUXURIOUS BLACK CAR CORP,7188880438,No,122-05,23RD AVENUE,COLLEGE POINT,NY,11356,BLACK CAR BASE,40.7787517,-73.8457971,07/12/2023,18:00:13,"(40.7787517, -73.8457971)"
B03394,NEW ELEGANTE CAR SERVICE INC,7184927680,No,1401,WEBSTER AVENUE,BRONX,NY,10456,BLACK CAR BASE,40.8364202,-73.9076659,07/12/2023,18:00:13,"(40.8364202, -73.9076659)"
B02637,ROOSEVELT CAR & LIMO INC.,7187868888,No,3708,100TH STREET,CORONA,NY,11368,BLACK CAR BASE,40.754266,-73.919855,07/12/2023,18:00:13,"(40.754266, -73.919855)"
B03268,NEZA EXPRESS INC.,7182737611,No,1841,FOREST AVENUE,STATEN ISLAND,NY,10303,BLACK CAR BASE,40.6254708,-74.1500536,07/12/2023,18:00:13,"(40.6254708, -74.1500536)"
B03461,VIBRANT TRANSPORTATION INC,7187994444,No,1097,LIBERTY AVENUE,BROOKLYN,NY,11208,BLACK CAR BASE,40.6786759,-73.8688007,07/12/2023,18:00:13,"(40.6786759, -73.8688007)"
B03066,FORTY-FOUR CAR & LIMO,7182102958,No,1048,OGDEN AVENUE  STORE,BRONX,NY,10452,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B03028,CASTILLO CAR & LIMO INC,7184994545,No,440,4TH AVENUE,BROOKLYN,NY,11215,BLACK CAR BASE,40.6106051,-73.9545897,07/12/2023,18:00:13,"(40.6106051, -73.9545897)"
B03332,MAMA MIA TRANSPORTATION CORP,3477586606,No,952B,INTERVALE AVENUE,BRONX,NY,10459,BLACK CAR BASE,40.8215356,-73.8965317,07/12/2023,18:00:13,"(40.8215356, -73.8965317)"
B03143,LUXORIDE INC,9148430884,No,20,OLD MAMARONECK ROAD  SUITE #1D,WHITE PLAINS,NY,10605,BLACK CAR BASE,41.0222267,-73.7619629,07/12/2023,18:00:13,"(41.0222267, -73.7619629)"
B02784,SMILE TRANSPORTATION GROUP INC,7187553733,No,945,EAST 108TH STREET  SUITE B101,BROOKLYN,NY,11236,BLACK CAR BASE,40.641403,-73.91821,07/12/2023,18:00:13,"(40.641403, -73.91821)"
B80108,L & W EXPRESS VAN SERVICE CORP,9175436410,No,136-31,41ST AVENUE  4C,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.759009,-73.828513,07/12/2023,18:00:13,"(40.759009, -73.828513)"
B00222,"REYNO CAR SVC, INC.",2129236800,Yes,609,W 175TH STREET,NEW YORK,NY,10033,LIVERY BASE,40.844996,-73.9348,07/12/2023,18:00:13,"(40.844996, -73.9348)"
B01614,R TRANSPORT INC,7188593400,Yes,1021,AVENUE H,BROOKLYN,NY,11230,LIVERY BASE,40.629493,-73.96644,07/12/2023,18:00:13,"(40.629493, -73.96644)"
B03147,H H CAR SERVICE INC,7187623333,No,35-27,FARRINGTON ST  FL 2,FLUSHING,NY,11354,BLACK CAR BASE,40.7636242,-73.8312199,07/12/2023,18:00:13,"(40.7636242, -73.8312199)"
B01913,MIRAGE LIMOUSINE SERVICE INC,7189377500,No,36 - 01,20 AVENUE  2ND FLOOR,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.777951,-73.90376,07/12/2023,18:00:13,"(40.777951, -73.90376)"
B02839,YERUSHALAYIM CAR&LIMO INC,7183874900,No,343,ROEBLING STREET,BROOKLYN,NY,11211,LIVERY BASE,40.707303,-73.96101,07/12/2023,18:00:13,"(40.707303, -73.96101)"
B01625,GLOBE CAR SERVICE INC,7188473500,No,112-06,101 AVENUE,RICHMOND HILL,NY,11419,LIVERY BASE,40.68813,-73.831491,07/12/2023,18:00:13,"(40.68813, -73.831491)"
B00112,"AYY&M TRANSPORTATION, LLC",7186802500,No,9425,5 AVENUE,BROOKLYN,NY,11209,LIVERY BASE,40.615867,-74.030649,07/12/2023,18:00:13,"(40.615867, -74.030649)"
B03446,MALI LIMO SERVICE INC,9172959550,No,2738,FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10039,LIVERY BASE,40.8231518,-73.9412934,07/12/2023,18:00:13,"(40.8231518, -73.9412934)"
B02725,KIRIN TRANSPORTATION INC,7187990707,No,33-70,PRINCE ST  #703,FLUSHING,NY,11354,BLACK CAR BASE,40.755756,-73.836021,07/12/2023,18:00:13,"(40.755756, -73.836021)"
B02507,SARAH VENTURES INC.,3473030625,No,2823,FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10039,BLACK CAR BASE,40.816898,-73.92174,07/12/2023,18:00:13,"(40.816898, -73.92174)"
B00919,HARLEM CARS INC.,2126638080,No,210,ST NICHOLAS AVENUE,NEW YORK,NY,10027,LIVERY BASE,40.807098,-73.952675,07/12/2023,18:00:13,"(40.807098, -73.952675)"
